text,label
高帝子,1404
高帝子孙,1125
高帝子孙尽,729
高帝子孙尽隆,676
丁,1176
丁香,71
丁香筇,1760
丁香筇竹,2151
丁香筇竹啼,1408
丁香筇竹啼老,1018
演,1721
演漾,1447
演漾弦,65
演漾弦歌,720
劳,848
劳生,1380
劳生愧,20
劳生愧严,953
自,12
自称,135
自称臣,105
自称臣是,90
自称臣是酒,878
自称臣是酒中,203
可,674
可怜,2165
可怜团,2165
可怜团团,1915
巢,183
巢多,2060
巢多众,941
巢多众鸟,2321
深,2102
深藏,1286
深藏供,1408
深藏供老,306
图,1153
图掎,811
时,80
时唱,1899
时唱接,447
时唱接z,1880
时唱接z5,65
反,105
反是,848
反是生,102
反是生女,1168
七,241
七星,1699
七星在,2148
七星在北,284
箫,1105
箫管,513
箫管莫,1037
箫管莫相,369
百,483
百岁,927
百岁须,1045
百岁须齐,277
百岁须齐卫,48
百岁须齐卫武,784
十,579
十觞,231
十觞亦,667
十觞亦不,1750
宣,622
宣唐,1377
轩,314
轩车,2074
轩车人,342
轩车人已,1173
幼,1425
幼子,1818
幼子饥,342
幼子饥已,649
屈,1791
屈r,1843
屈rH,1076
池,1536
池水,1595
池水犹,276
池水犹含,1075
挥,482
挥弄,1399
挥弄滑,2115
挥弄滑且,1084
岁,452
岁月,1694
岁月青,996
岁月青松,1408
水,1042
水楼,272
水楼一,1220
水楼一登,1218
自,1956
自非,1385
自非旷,835
自非旷士,1749
文,1679
文书,2246
文书游,1788
文书游夏,1701
词,419
词赋,45
词赋动,1686
词赋动阳,1767
与,1166
与君,1846
与君园,1470
与君园庐,409
怀,511
怀新,815
怀新目,2104
怀新目似,1876
登,1492
登危,912
登危聚,730
登危聚麋,1516
乌,459
乌鸢,1569
乌鸢何,297
乌鸢何所,2028
朝,1845
朝日,64
朝日敛,1427
朝日敛红,2286
贵,214
贵贱,355
贵贱俱,2169
贵贱俱物,1638
长,1983
长安,246
长安布,975
长安布衣,198
长安布衣谁,1895
长安布衣谁比,755
岁,998
岁来,1991
岁来侵,2026
世,223
世业,1591
世业传,2146
世业传珪,978
信,1423
信知,848
信知生,1341
信知生男,703
风,1379
风云,342
风云已,1367
风云已落,1849
山,895
山河,1231
山河转,2046
山河转使,314
要,1956
要非,1303
要非心,297
要非心所,657
穷,2038
穷竟,2001
穷竟窟,2107
厨,2074
厨人,460
厨人具,2089
厨人具鸡,961
精,1603
精微,1816
精微穿,1285
精微穿溟,1090
君,1425
君子,1235
君子强,1232
君子强逶,922
何,208
何当,852
何当摆,1373
何当摆俗,550
山,2102
山藏,1350
山藏伯,2247
山藏伯禹,1917
川,1209
川广,667
川广不,1208
川广不可,967
皇,1580
皇之,78
行,1379
行云,392
行云飞,565
行云飞去,2095
行云飞去明,241
行云飞去明星,782
边,1203
边亭,2243
边亭流,2216
边亭流血,2208
边亭流血成,697
边亭流血成海,1536
清,1453
清池,1852
清池养,2285
清池养神,2328
岱,2320
岱宗,1056
岱宗夫,1291
岱宗夫如,1569
异,1176
异香,46
异香泱,433
异香泱漭,1840
缭,400
缭绕,1780
缭绕万,1643
缭绕万家,389
一,2106
一丸,2275
一丸致,1133
一丸致毙,2057
一丸致毙花,1599
一丸致毙花丛,2066
崔,1857
崔徐,1320
崔徐迹,1931
崔徐迹未,1733
观,1410
观光,998
观光来,2120
观光来上,1161
归,1249
归骑,838
归骑夕,1686
归骑夕阳,369
有,2104
有似,2174
有似幽,409
有似幽并,1198
是,1841
是节,1304
是节东,167
是节东篱,1372
客,258
客意,342
客意已,1534
客意已惊,1849
居,1337
居然,2208
居然成,77
居然成濩,1367
危,826
危阶,602
危阶根,1694
危阶根青,783
四,1780
四万,31
四万义,1647
四万义军,958
四万义军同,1845
四万义军同日,54
疾,1377
疾风,1131
疾风高,1254
疾风高冈,242
连,1787
连熊,708
欣,1710
欣逢,283
欣逢柏,1864
欣逢柏台,1954
山,301
山川,1367
山川落,1543
山川落照,1199
漂,201
漂沙,1375
漂沙坼,966
漂沙坼岸,565
争,1210
争树,1442
争树争,1302
争树争巢,1952
争树争巢入,796
争树争巢入营,54
夏,1845
夏日,1282
夏日茅,1914
夏日茅斋,2066
开,1605
开轩,800
开轩琴,452
开轩琴月,594
士,1498
士有,667
士有不,721
士有不得,1046
支,792
支遁,1238
支遁初,1545
支遁初求,712
祠,1865
祠官,378
祠官朝,1016
祠官朝见,241
阑,1377
阑风,593
阑风长,313
阑风长雨,1849
阑风长雨秋,918
阑风长雨秋纷,918
君,667
君不,1016
君不见,1131
君不见高,879
君不见高堂,2095
君不见高堂明,1709
君不见高堂明镜,772
君不见高堂明镜悲,323
君不见高堂明镜悲白,478
许,848
许生,1252
许生五,1864
许生五台,1296
恐,1253
恐触,1965
恐触天,1909
恐触天柱,1083
故,1938
故独,2322
故独写,2073
故独写真,1591
故独写真传,2097
故独写真传世,2074
重,2248
重与,319
重与季,261
重与季鹰,687
贪,721
贪得,1732
贪得会,1634
贪得会无,338
青,1042
青楼,256
青楼珠,1201
青楼珠箔,1965
青楼珠箔天,1580
青楼珠箔天之,509
耕,1123
耕钓,1049
耕钓方,1019
耕钓方自,1031
千,1249
千骑,2046
千骑使,1166
千骑使君,2246
惟,602
惟根,1580
惟根之,260
府,2004
府僚,17
府僚能,1382
府僚能枉,1608
御,1996
御厨,1389
御厨络,832
御厨络绎,1561
御厨络绎送,480
御厨络绎送八,1129
泊,1362
泊舟,1533
泊舟浔,1686
泊舟浔阳,1434
不,721
不得,1037
不得相,2204
不得相追,567
始,348
始闻,2002
始闻漳,1098
始闻漳浦,1724
烹,1747
烹龙,1847
烹龙炮,851
烹龙炮凤,1526
烹龙炮凤玉,1183
烹龙炮凤玉脂,1631
焉,1685
焉用,1493
焉用穷,1814
焉用穷荒,1034
赫,74
赫炎,288
赫炎溥,748
直,105
直是,120
直是超,1337
直是超然,1252
直是超然五,1692
直是超然五湖,383
奔,232
奔鲸,173
吾,712
吾道,530
吾道正,847
吾道正羁,1961
沾,1416
沾洒,667
沾洒不,632
沾洒不濡,664
朗,1337
朗然,1214
朗然合,97
朗然合太,965
行,412
行旅,1037
行旅相,187
行旅相攀,587
潇,1416
潇洒,1619
潇洒名,1189
潇洒名儒,2238
潇洒名儒振,2326
潇洒名儒振古,1377
采,1488
采撷,375
采撷细,995
采撷细琐,1451
采撷细琐升,878
采撷细琐升中,879
瑶,2306
瑶姬,272
瑶姬一,565
瑶姬一去,272
瑶姬一去一,1882
瑶姬一去一千,1515
相,1748
相国,968
相国旧,1453
相国旧池,1864
陶,1973
陶谢,667
陶谢不,347
陶谢不枝,1592
含,466
含愁,2221
含愁更,2009
含愁更奏,527
含愁更奏绿,533
含愁更奏绿绮,800
轻,66
轻肥,2265
轻肥异,95
轻肥异往,1515
著,1915
著叶,1829
著叶满,347
著叶满枝,726
著叶满枝翠,38
著叶满枝翠羽,1061
青,542
青山,839
青山隐,839
青山隐隐,1536
青山隐隐水,1495
青山隐隐水迢,1495
万,2066
万里,198
万里谁,17
万里谁能,2296
猛,641
猛气,1595
猛气犹,1182
猛气犹思,1167
猛气犹思战,1948
猛气犹思战场,1499
大,1775
大漠,1239
临,2243
临流,2072
临流恨,1396
临流恨解,163
朱,1919
朱门,90
朱门酒,734
朱门酒肉,1868
琴,65
琴歌,760
琴歌野,1837
琴歌野兴,1428
魂,392
魂飞,1717
同,779
同欢,1699
同欢在,52
同欢在法,1968
一,2169
一物,1019
一物自,1979
一物自荷,1299
一物自荷皇,1965
一物自荷皇天,943
晓,452
晓月,674
晓月怜,21
晓月怜筝,1909
太,1080
太史,2273
太史候,25
太史候凫,1505
丝,1105
丝管,2276
丝管啁,1255
丝管啁啾,561
丝管啁啾空,726
丝管啁啾空翠,998
闻,1166
闻君,1986
闻君扫,2096
闻君扫却,1981
闻君扫却赤,948
闻君扫却赤县,522
牵,975
牵衣,1120
牵衣顿,2143
牵衣顿足,855
牵衣顿足阑,712
牵衣顿足阑道,2331
天,1536
天水,1037
天水相,2248
天水相与,1955
徒,1498
徒有,1900
徒有济,301
徒有济川,1303
停,481
停策,741
停策汉,678
停策汉阴,183
自,585
自亡,1248
自亡其,1701
更,306
更宿,1687
更宿招,2281
更宿招提,1279
新,1203
新亭,844
新亭结,1811
新亭结构,1753
才,1619
才名,2179
才名四,874
才名四十,1515
飘,1174
飘飖,1896
飘飖陵,2133
飘飖陵浊,1456
惟,1359
惟钺,1580
惟钺之,1837
座,878
座中,2022
座中殊,1931
座中殊未,1140
迥,1459
迥瞰,2193
迥瞰周,1474
迥瞰周平,760
玉,1611
玉殿,600
玉殿莓,2139
玉殿莓苔,1694
庶,95
庶往,1774
庶往共,1818
庶往共饥,2255
百,2090
百罚,1962
百罚深,42
百罚深杯,231
百罚深杯亦,667
百罚深杯亦不,2152
背,1207
背后,1569
背后何,297
背后何所,1016
汀,210
汀洲,1767
汀洲春,365
汀洲春草,848
来,2246
来游,1536
来游水,532
来游水石,169
汝,2014
